Timestamp,Username,VideoID,Comment,Date
2025-11-03T00:24:23Z,@tyarukmana7926,SHaoAG61XK8,"Negara kita itu sebenernya belum benar"" layak untuk kepikiran teknologi terbarukan, karena lihat saja pulau Indonesia lainnya kondisi atau perkembangan nya seperti apa, ga akan Jawa bisa Semaju ini kalau ga ada tuh tambang"" di Kalimantan, Maluku bahkan Papua. Pemerintah seharusnya jangan dulu memikirkan teknologi yang cukup 'kaget' bagi rakyatnya tapi lebih memilih ke pemerataan dulu, apa layak Papua korbankan alamnya untuk nikmati infrastruktur yang bahkan tidak mereka rasakan????
Negara korbankan 1 wilayah untuk wilayah lainnya?
Ga mikirin rakyat terdampak? Hey Pak Kalimantan itu punya kita loh, Sulawesi Indonesia juga loh, Papua punya rakyat loh Pak, miris rasanya kaya akan mata air tapi harus nunggu air bersih untuk kebutuhan sehari-hari, sekali"" jangan ngebet majukan Jawa coba lihat pemerataan wilayah selainnya, kalau pikirannya seperti itu bikin aja negara sendiri misal JawIR 😅(Jawa Indonesia Raya) eh kalaupun bener Jawa pisah bakal miskin sih negara karena faktor donaturnya harus ngemis ke pulau sebelah 😂😂",2025-11-03T00:24:46Z
2025-11-03T00:18:34Z,@AL_AHMAD233,SHaoAG61XK8,JANGAN CUMA HUTANG WHOOSH DIBERESKAN TETAPI JOKOWI JUGA DIBERESKAN KARENA DIA YG MENIMBULKAN BANYAK MASALAH DINEGARA INI.,2025-11-03T00:18:34Z
2025-11-03T00:16:14Z,@HandresSiloWardana,SHaoAG61XK8,Semoga Pak Prabowo Segera sadar.. Lepaskan Bayang2 Jokowi dari Bapak.. dan Pecat Semua Termul2 yang menjadi pejabat dilingkungan Kabinet Bapak..,2025-11-03T00:16:14Z
2025-11-03T00:00:05Z,@endangsusilowati8876,SHaoAG61XK8,Plus minus pasti ada cuman kita harus bisa melihat kemampuan kita untuk melaksanakan suatu proyek,2025-11-03T00:00:05Z
2025-11-02T23:47:29Z,@udinaja5394,SHaoAG61XK8,tuhan Jokowi dan malaikat lohut yang bayar,2025-11-02T23:47:29Z
2025-11-02T23:37:35Z,@Tonyex.phb27Putra,SHaoAG61XK8,"Hal yg GK penting dibangun GK ada manfaat, ninggalin beban utang bagi negara kedepannya",2025-11-02T23:37:35Z
2025-11-02T23:31:16Z,@liangcaywu310,SHaoAG61XK8,Suruh ngemplang aja ya ? SE 7🤪,2025-11-02T23:31:16Z
2025-11-02T23:15:58Z,@MuhammadHilmi-v8m,SHaoAG61XK8,Biar lungut sama Jokowi yg tanggung kenapa bikin susah presiden baru kandangin dua orang ini adili sita kekayaannya miskinkan,2025-11-02T23:15:58Z
2025-11-02T22:55:22Z,@sonyliston8771,SHaoAG61XK8,"Gapapa di bayar, tapi harus di usut itu, kalo di bayar gak di usut  enak banget mafia2 korupsi ini",2025-11-02T22:55:22Z
2025-11-02T22:40:56Z,@pujiwanto8411,SHaoAG61XK8,Kereta cepat sangat penting untuk bangsa Indonesia di masa depan...besar mana MBG 359 T apa whoosh 116T ?..mana sebenarnya yang menghamburkan uang?,2025-11-02T22:41:24Z
2025-11-02T22:40:26Z,@Rehansukagamon,SHaoAG61XK8,Pak Prabowo saya pendukung bapak tapi saya akan kecewa berat sama bapak kalau bapak tidak berani mengusut korupsi dinasti Jokowi,2025-11-02T22:40:26Z
2025-11-02T22:34:47Z,@Rehansukagamon,SHaoAG61XK8,Pak Prabowo Jokowi dan Luhut yg harus bertanggung jawab,2025-11-02T22:34:47Z
2025-11-02T21:48:46Z,@IsmailIsmail-d6i6z,SHaoAG61XK8,"Inilah pandangan Anggota DPR kita, yang bangga dengan kereta cepat, walaupun dililit hutang
Saya yang tidak tahu tentang bisnis, tapi kalimat yang saya mau sampaikan bahwa: jangan pakai istilah Kaya dijalan miskin di rumah",2025-11-02T21:48:46Z
2025-11-02T21:24:16Z,@hepisofyan1577,SHaoAG61XK8,"Nama Jokowi akan selalu terkenang sebagai Presiden paling Korup di dunia, contoh presiden perusak konstitusi, presiden yang tidak pro pendidikan tinggi, presiden yang membangun kekuatan dengan menciptakan rakyat sendiri dengan membuat rakyat buatan yang bernama TERMUL dengan dana yang berasal dari korupsi yang dilakukan oleh Genster solo secara terorganisir dan masif, untuk pemerintahan pak prabowo segerakan audit Jokowi dan kroninya sita kembali harta2 mereka dari hasil korupsi untuk kembali dipergunakan oleh negara",2025-11-02T21:24:16Z
2025-11-02T21:00:58Z,@AndreasAndreas-n6q,SHaoAG61XK8,"DPR bukan seorang pemikir ekonomi, yg dipikirkan only SUBSIDI UTANG",2025-11-02T21:00:58Z
2025-11-02T20:57:45Z,@riduannandar3406,SHaoAG61XK8,Kalau boleh bkn ke jakarta bandung trus kan ke surabaya malang bila perlu bali .karna semakin jauh perjalanan semkin ramai rakyat memerlukan lagi pula mere😊ka bkn mau ke jarta bandung suda ada yg mau ke bbali malang dan sebagai nya 😆,2025-11-02T20:57:45Z
2025-11-02T20:34:46Z,@riduannandar3406,SHaoAG61XK8,Whos ini makin panjang perjalanan nyasemakin muda untuk pembayaran nya .karena mungkin ada orang mau ke sura baya malang yg memelukan 👍😀,2025-11-02T20:34:46Z
2025-11-02T20:09:36Z,@YyKk-d1s,SHaoAG61XK8,Justru rakyat khawatir kalau DPR RI ikut campur lagi ..Krn rakyat sudah tidak percaya kepada DPR-RI...,2025-11-02T20:09:36Z
2025-11-02T19:56:57Z,@popay241,SHaoAG61XK8,"Keruk tambang, bayar lunas, selesai",2025-11-02T19:56:57Z
2025-11-02T19:23:39Z,@Youdee1576,SHaoAG61XK8,Prabowo jelas2 sangat melindungi Jokowi sang mentor.,2025-11-02T19:23:39Z
2025-11-02T18:53:56Z,@andiashar-f9f,SHaoAG61XK8,"Bangga,selera tinggi ekonomi rendah😀😀😀😀",2025-11-02T18:53:56Z
2025-11-02T18:13:18Z,@OkkyBrodie,SHaoAG61XK8,"Cara beresinya bisa cpet sbnernya

Hitung total hutang

Hitung  pemasukan dari berbagai sktor pajak dan lain lain

Lalu hitung berpa kepla anggota dewan

Berpa. Dana lain selain gajih anggota dewan

Lalu kikis  sementara dana dana lainya ubtuk angota dewan cukup kasih gajih pokok dan. Uang mkan dan jabatan sewajarnya


Maka penambhan kas negara akan bertambah.  Dan.  Bisa  membayar hutang. Secepatnya

Saya yakin klo di tanya anggota dewan. Apakah kalian pngen hutang indonesia segera beres 0.    

Pasti jwabnya. Ya

Tingall mau gaa berkorban sementara😬


1 tahun juga beres mungkin",2025-11-02T18:13:18Z
2025-11-02T17:49:59Z,@OsasisiSisi,SHaoAG61XK8,"Stakeholder ya ngaco, bikin2 doang Klo g ada benefit malah defisit malah dibangun",2025-11-02T17:49:59Z
2025-11-02T17:49:58Z,@OsasisiSisi,SHaoAG61XK8,"Stakeholder ya ngaco, bikin2 doang Klo g ada benefit malah defisit malah dibangun",2025-11-02T17:49:58Z
2025-11-02T17:49:45Z,@OsasisiSisi,SHaoAG61XK8,"Stakeholder ya ngaco, bikin2 doang Klo g ada benefit malah defisit malah dibangun",2025-11-02T17:49:45Z
2025-11-02T17:02:46Z,@BasoPutra-v7v,SHaoAG61XK8,Bukang seluru Indonesia naiki pak,2025-11-02T17:02:46Z
2025-11-02T16:57:10Z,@TetyHerawaty-v9p,SHaoAG61XK8,enak aja suruh bayar pake duit rakyat!!!,2025-11-02T16:57:10Z
2025-11-02T16:44:49Z,@BasoPutra-v7v,SHaoAG61XK8,Siapa utang dia tanggung jawa,2025-11-02T16:44:49Z
2025-11-02T16:28:28Z,@Hadysaptono,SHaoAG61XK8,Ulah siapa ini,2025-11-02T16:28:28Z
2025-11-02T16:15:23Z,@howdyarief,SHaoAG61XK8,yang buat bayar uang rakyat?,2025-11-02T16:15:23Z
2025-11-02T16:06:03Z,@zainalaripinaripin2103,SHaoAG61XK8,"Whoos itu simbul kemajuan negara,yg bangga juga negara.",2025-11-02T16:06:03Z
2025-11-02T16:01:07Z,@DedenKurnia-e6r6g,SHaoAG61XK8,Siapa yg mau bayar smpi 70 tahun...,2025-11-02T16:01:07Z
2025-11-02T15:43:51Z,@r5smd847,SHaoAG61XK8,Dia pergi meninggalkan bnyak utang,2025-11-02T15:43:51Z
2025-11-02T15:23:35Z,@TyVol-z7e,SHaoAG61XK8,"Stasiun tv Skrang tum.mkin ngk jelas Skrang..terlalu banyak menampung gosip....bukan mmbrita kn..hal2 yg pasti..justru mempolitisi fgur seseorang..hanya untuk mengejar reting stasiun nya...,jadi basi berita basi dan SMA dgan sinetron berita skaran...ngk ad benar nya. .",2025-11-02T15:23:35Z
2025-11-02T15:08:37Z,@Sodriyanto-e3s,SHaoAG61XK8,"Beres kan bukan 
Di lunasi artinya 
Siapapun yang terlibat dalm kejangalan 
Akan di beres kan .",2025-11-02T15:08:37Z
2025-11-02T14:56:08Z,@hariyantoyanto5345,SHaoAG61XK8,"Untuk apa kerta cepat kalau hutang negara semakin menggunung,di umpamakan sbg rumah tangga mengukur dari pendapatan dan pengeluaran. Kalau lebih besar pengeluaran bisa bangkrut.",2025-11-02T14:56:08Z
2025-11-02T14:55:40Z,@DwiRiswanto-x3r4r,SHaoAG61XK8,Komentar buzzer semua... Pada bodoo,2025-11-02T14:55:40Z
2025-11-02T14:35:52Z,@nurulfalah4205,SHaoAG61XK8,Plin plan,2025-11-02T14:35:52Z
2025-11-02T14:33:04Z,@SonyPrisunanto,SHaoAG61XK8,"Itu TDK bisa dianggap biasa....
Karena hrs diketahui oleh masyarakat...
Dari B to B ke G to G ????",2025-11-02T14:33:04Z
2025-11-02T14:22:31Z,@evanatalia4891,SHaoAG61XK8,Setiap pembanguna di negara terlalu di campuri politik runyam nantinya kapan majunya megara sedangkan orang politik selalu mementingkan politik nya.,2025-11-02T14:22:31Z
2025-11-02T14:09:04Z,@Melinagusti,SHaoAG61XK8,🧐🌈⚖️🌎 OJO KEMAJON GEBUK DASMU OCCRP 🌎⚖️,2025-11-02T14:09:04Z
